City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
252,Derzhavinsk,KZ,2022-11-15 02:46:34,51.1,66.3167,28.26,90,100,20.96
253,Mogadishu,SO,2022-11-15 02:46:35,2.0371,45.3438,78.62,80,25,9.28
254,Bose,IT,2022-11-15 02:46:35,45.4612,8.0137,46.2,96,80,1.03
255,Krasnogorsk,RU,2022-11-15 02:46:35,55.8225,37.3181,32.05,69,75,6.71
256,Dayong,CN,2022-11-15 02:46:36,25.0209,118.2898,79.45,59,90,1.86
257,Njinikom,CM,2022-11-15 02:46:36,6.2333,10.2833,61.43,60,36,3.96
258,Sorland,NO,2022-11-15 02:46:36,67.667,12.6934,42.66,71,4,22.41
259,Dikson,RU,2022-11-15 02:46:37,73.5069,80.5464,4.66,96,100,16.96
260,Ishim,RU,2022-11-15 02:46:37,56.1128,69.4902,31.42,98,100,9.66
261,Mount Gambier,AU,2022-11-15 02:46:37,-37.8333,140.7667,55.15,49,85,12.48
262,Kamiiso,JP,2022-11-15 02:37:57,41.8167,140.65,48.58,71,75,3.44
263,Salalah,OM,2022-11-15 02:46:38,17.0151,54.0924,71.69,56,0,2.3
264,Carnduff,CA,2022-11-15 02:46:38,49.1667,-101.8009,9.37,97,100,5.68
265,Kaeo,NZ,2022-11-15 02:46:39,-35.1,173.7833,66.49,83,83,6.15
266,Hangu,CN,2022-11-15 02:46:39,39.2489,117.7892,57.24,30,0,13.53
267,Songea,TZ,2022-11-15 02:46:39,-10.6833,35.65,61.65,66,52,3.33
268,Chegdomyn,RU,2022-11-15 02:46:40,51.1167,133.0167,17.78,71,13,1.7
269,Herat,AF,2022-11-15 02:46:40,34.5,62.0,46.92,38,0,3.53
270,Valladolid,ES,2022-11-15 02:46:40,41.5833,-4.6667,51.84,86,100,14.5
271,Oshnaviyeh,IR,2022-11-15 02:46:41,37.0397,45.0983,38.53,59,0,6.38
272,Nanortalik,GL,2022-11-15 02:47:41,60.1432,-45.2371,30.76,89,99,8.99
273,Namanyere,TZ,2022-11-15 02:47:41,-7.5167,31.05,62.08,90,100,2.21
274,Ayios Nikolaos,GR,2022-11-15 02:47:42,38.4167,23.65,56.64,90,40,4.61
275,Kismayo,SO,2022-11-15 02:47:42,-0.3582,42.5454,78.31,83,84,6.58
276,Bamut,RU,2022-11-15 02:47:42,43.1599,45.1973,42.75,77,99,3.87
277,Butaritari,KI,2022-11-15 02:47:43,3.0707,172.7902,80.67,80,33,10.27
278,Kyren,RU,2022-11-15 02:47:43,51.6828,102.1408,30.24,71,81,1.86
279,Inta,RU,2022-11-15 02:47:44,66.0317,60.1659,-3.08,87,99,5.75
280,Adiake,CI,2022-11-15 02:47:44,5.2863,-3.304,76.35,88,30,4.34
281,Urucui,BR,2022-11-15 02:47:44,-7.2294,-44.5561,77.95,71,68,2.37
282,Bazaliya,UA,2022-11-15 02:47:45,49.7127,26.4733,37.11,87,94,8.37
283,Srednekolymsk,RU,2022-11-15 02:47:45,67.45,153.6833,-30.89,98,16,1.77
284,Port Hedland,AU,2022-11-15 02:47:45,-20.3167,118.5667,91.45,14,77,5.75
285,San Cristobal,VE,2022-11-15 02:47:46,7.7669,-72.225,68.18,94,53,1.45
286,Narsaq,GL,2022-11-15 02:47:46,60.9167,-46.05,35.82,81,100,6.2
287,Tamworth,GB,2022-11-15 02:47:47,52.634,-1.6959,49.93,91,100,5.01
288,Neuquen,AR,2022-11-15 02:43:07,-38.9516,-68.0591,69.69,43,0,8.05
289,Yatou,CN,2022-11-15 02:47:47,37.15,122.3833,54.63,40,0,10.25
290,Acambaro,MX,2022-11-15 02:47:47,20.0333,-100.7333,58.26,67,79,2.75
291,Fonte Boa,BR,2022-11-15 02:47:48,-2.4959,-66.2662,76.68,85,95,1.52
292,Nome,US,2022-11-15 02:45:48,64.5011,-165.4064,6.87,78,0,0.0
293,Kushima,JP,2022-11-15 02:47:48,31.4583,131.2333,67.33,54,98,9.98
294,Fortuna,US,2022-11-15 02:47:48,40.5982,-124.1573,45.99,95,20,3.44
295,Oistins,BB,2022-11-15 02:46:15,13.0667,-59.5333,78.89,89,75,27.63
296,Chiang Khong,TH,2022-11-15 02:47:49,20.2613,100.4046,82.85,57,64,1.01
297,Caravelas,BR,2022-11-15 02:47:49,-17.7125,-39.2481,76.01,89,100,10.09
298,Safaga,EG,2022-11-15 02:47:50,26.7292,33.9365,70.99,63,0,16.6
299,Gusev,RU,2022-11-15 02:47:50,54.5922,22.1997,38.97,95,58,6.13
300,Halifax,CA,2022-11-15 02:44:05,44.6453,-63.5724,37.51,82,47,14.97
301,High Level,CA,2022-11-15 02:47:50,58.5169,-117.136,19.51,100,20,3.44
302,Flinders,AU,2022-11-15 02:47:51,-34.5833,150.8552,73.18,72,37,3.0
303,Bah,IN,2022-11-15 02:47:51,26.87,78.5975,71.46,46,0,2.37
304,Jabinyanah,TN,2022-11-15 02:47:51,35.035,10.9081,64.89,52,9,10.98
305,Lorengau,PG,2022-11-15 02:47:52,-2.0226,147.2712,84.79,69,81,3.13
306,Moerai,PF,2022-11-15 02:47:52,-22.4333,-151.3333,71.13,84,100,8.63
307,Saint-Augustin,CA,2022-11-15 02:46:11,51.226,-58.6502,28.24,79,96,16.69
308,Pimenta Bueno,BR,2022-11-15 02:47:53,-11.6725,-61.1936,73.38,89,56,1.3
309,Mendoza,AR,2022-11-15 02:44:34,-32.8908,-68.8272,69.33,37,0,2.3
310,Urengoy,RU,2022-11-15 02:47:53,65.9667,78.3667,-15.05,87,85,9.13
311,Ventspils,LV,2022-11-15 02:47:53,57.3894,21.5606,40.93,100,100,4.61
312,Ust-Tsilma,RU,2022-11-15 02:47:54,65.441,52.1498,-5.22,100,59,3.49
313,Bhilwara,IN,2022-11-15 02:47:54,25.35,74.6333,69.55,34,0,4.79
314,Longyearbyen,SJ,2022-11-15 02:47:54,78.2186,15.6401,26.44,74,40,20.71
315,Guerrero Negro,MX,2022-11-15 02:47:55,27.9769,-114.0611,63.5,56,99,5.12
316,Baruun-Urt,MN,2022-11-15 02:47:55,46.6806,113.2792,28.87,34,22,11.56
317,Fuerte Olimpo,PY,2022-11-15 02:47:55,-21.0415,-57.8738,70.09,80,1,4.52
318,Touros,BR,2022-11-15 02:47:56,-5.1989,-35.4608,78.22,77,42,11.41
319,Suntar,RU,2022-11-15 02:48:56,62.1444,117.6319,-20.85,95,28,0.85
320,Roma,US,2022-11-15 02:44:29,43.2128,-75.4557,33.58,81,100,0.0
321,Souillac,MU,2022-11-15 02:48:57,-20.5167,57.5167,71.98,60,75,9.22
322,Nyagan,RU,2022-11-15 02:48:57,62.1406,65.3936,1.08,89,100,10.56
323,Victoria,HK,2022-11-15 02:45:05,22.2855,114.1577,80.96,78,100,5.99
324,Jalu,LY,2022-11-15 02:48:57,29.0331,21.5482,58.12,44,0,5.99
325,Booue,GA,2022-11-15 02:48:58,-0.0921,11.9385,70.68,99,65,2.08
326,Tautira,PF,2022-11-15 02:48:58,-17.7333,-149.15,78.13,81,100,6.62
327,Leningradskiy,RU,2022-11-15 02:48:58,69.3833,178.4167,-7.53,96,74,4.56
328,Aloleng,PH,2022-11-15 02:48:59,16.1307,119.7824,87.24,62,80,5.21
329,Wattegama,LK,2022-11-15 02:48:59,6.7989,81.4808,77.9,81,100,3.27
330,Kalmunai,LK,2022-11-15 02:48:59,7.4167,81.8167,78.15,83,100,6.51
331,Beamsville,CA,2022-11-15 02:48:55,43.1668,-79.4829,38.82,74,57,3.44
332,Fukue,JP,2022-11-15 02:49:00,32.6881,128.8419,59.36,58,75,13.8
333,Marsa Matruh,EG,2022-11-15 02:44:13,31.3525,27.2453,59.2,82,40,8.05
334,Sao Marcos,BR,2022-11-15 02:49:00,-28.9711,-51.0681,57.06,95,23,2.98
335,Kloulklubed,PW,2022-11-15 02:49:01,7.0419,134.2556,77.5,75,100,13.73
336,Amapa,BR,2022-11-15 02:49:01,1.0,-52.0,71.56,97,6,2.37
337,Zalantun,CN,2022-11-15 02:49:02,48.0,122.7167,32.16,39,0,7.7
338,Katsuura,JP,2022-11-15 02:49:02,35.1333,140.3,58.14,87,100,17.09
339,Turayf,SA,2022-11-15 02:49:02,31.6725,38.6637,57.45,100,40,9.22
340,Springbok,ZA,2022-11-15 02:49:03,-29.6643,17.8865,54.72,53,9,3.91
341,Lakselv,NO,2022-11-15 02:49:03,70.0513,24.9718,37.22,70,40,12.66
342,Nouadhibou,MR,2022-11-15 02:49:03,20.931,-17.0347,69.78,68,0,9.22
343,Araouane,ML,2022-11-15 02:49:04,18.9048,-3.5265,78.64,17,100,10.83
344,Khandyga,RU,2022-11-15 02:49:04,62.6667,135.6,-17.55,94,100,3.49
345,Antalaha,MG,2022-11-15 02:49:04,-14.9003,50.2788,71.64,79,46,3.18
346,Mehamn,NO,2022-11-15 02:49:05,71.0357,27.8492,39.15,87,75,13.8
347,Boulder City,US,2022-11-15 02:44:48,35.9786,-114.8325,52.45,34,0,4.61
348,Yar-Sale,RU,2022-11-15 02:46:49,66.8333,70.8333,-4.7,92,88,7.54
349,Bangkal,PH,2022-11-15 02:49:05,6.0667,121.0667,86.22,70,100,4.5
350,Tuatapere,NZ,2022-11-15 02:49:06,-46.1333,167.6833,70.18,43,100,7.54
351,Maceio,BR,2022-11-15 02:49:06,-9.6658,-35.7353,74.64,94,0,4.61
352,Santa Cruz,BO,2022-11-15 02:48:06,-17.8,-63.1667,76.46,61,75,8.05
353,Saldanha,ZA,2022-11-15 02:49:07,-33.0117,17.9442,59.05,87,8,6.67
354,Les Cayes,HT,2022-11-15 02:49:07,18.2,-73.75,76.03,83,0,4.18
355,Felanitx,ES,2022-11-15 02:49:07,39.4696,3.1483,66.72,80,100,12.66
356,Sioux Lookout,CA,2022-11-15 02:49:08,50.1001,-91.917,17.67,93,75,4.61
357,Obuasi,GH,2022-11-15 02:49:08,6.206,-1.6619,70.32,99,67,1.43
358,Clifton,US,2022-11-15 02:46:44,40.8584,-74.1638,40.46,67,0,12.66
359,Taoudenni,ML,2022-11-15 02:49:09,22.6783,-3.9836,75.29,15,100,9.86
360,Kontagora,NG,2022-11-15 02:49:09,10.3999,5.4695,68.99,27,12,5.1
361,Tezu,IN,2022-11-15 02:49:09,27.9167,96.1667,73.9,31,0,2.28
362,Atar,MR,2022-11-15 02:49:10,20.5169,-13.0499,79.05,21,45,8.16
363,Sao Jose Da Coroa Grande,BR,2022-11-15 02:49:10,-8.8978,-35.1478,76.21,86,6,10.2
364,Lokosovo,RU,2022-11-15 02:49:10,61.1333,74.8167,12.0,93,100,12.26
365,Juneau,US,2022-11-15 02:50:11,58.3019,-134.4197,42.22,100,100,11.5
366,Sabang,ID,2022-11-15 02:50:11,5.8933,95.3214,80.13,81,100,21.36
367,Pevek,RU,2022-11-15 02:50:11,69.7008,170.3133,-11.43,100,100,3.47
368,Kawalu,ID,2022-11-15 02:50:12,-7.3817,108.2082,81.21,79,96,1.45
369,Shitanjing,CN,2022-11-15 02:50:12,39.2342,106.3439,40.86,21,3,0.76
370,Muli,MV,2022-11-15 02:50:12,2.9167,73.5667,81.39,77,86,12.12
371,Hwange,ZW,2022-11-15 02:50:13,-18.3693,26.5019,67.96,75,38,7.81
372,Beaune,FR,2022-11-15 02:50:13,47.0833,4.75,48.63,95,98,4.21
373,Semme,FR,2022-11-15 02:50:13,46.1963,1.5007,48.61,93,100,7.87
374,Richards Bay,ZA,2022-11-15 02:49:10,-28.783,32.0377,67.89,70,82,0.4
375,Nizhniy Baskunchak,RU,2022-11-15 02:50:14,48.2198,46.8311,27.93,65,5,13.31
376,Saint-Philippe,RE,2022-11-15 02:50:14,-21.3585,55.7679,72.99,72,43,14.32
377,Ucluelet,CA,2022-11-15 02:50:15,48.9329,-125.5528,44.71,75,1,1.99
378,Tavda,RU,2022-11-15 02:50:15,58.0425,65.2726,14.97,93,100,11.03
379,Port Shepstone,ZA,2022-11-15 02:50:15,-30.7414,30.455,64.35,83,34,10.49
380,Harper,LR,2022-11-15 02:50:16,4.375,-7.7169,76.3,88,98,5.41
381,Tecoanapa,MX,2022-11-15 02:50:16,16.5167,-98.75,79.27,81,5,6.06
382,Naze,JP,2022-11-15 02:50:16,28.3667,129.4833,67.12,73,100,12.73
383,Rundu,NA,2022-11-15 02:50:17,-17.9333,19.7667,71.91,66,36,5.61
384,Palmeiras De Goias,BR,2022-11-15 02:50:17,-16.805,-49.9258,72.32,79,99,2.53
385,Dauphin,CA,2022-11-15 02:50:18,51.1494,-100.0502,6.94,92,100,4.61
386,Gold Coast,AU,2022-11-15 02:45:54,-28.0,153.4333,93.9,44,0,14.97
387,Troitsko-Pechorsk,RU,2022-11-15 02:50:18,62.7084,56.1964,2.01,98,99,5.86
388,Ruteng,ID,2022-11-15 02:50:19,-8.6136,120.4721,74.46,73,41,0.69
389,Nongstoin,IN,2022-11-15 02:50:19,25.5167,91.2667,65.37,45,0,0.43
390,Ngama,TD,2022-11-15 02:50:19,11.7833,17.1667,74.07,25,98,9.08
391,Whitehorse,CA,2022-11-15 02:50:20,60.7161,-135.0538,36.37,80,100,6.91
392,Jerusalem,IL,2022-11-15 02:50:20,31.769,35.2163,58.39,95,12,4.07
393,Tarakan,ID,2022-11-15 02:49:18,3.3,117.6333,87.3,74,40,6.91
394,Honiara,SB,2022-11-15 02:50:20,-9.4333,159.95,83.16,77,76,2.35
395,Port Blair,IN,2022-11-15 02:50:21,11.6667,92.75,82.44,83,40,0.0
396,Christchurch,NZ,2022-11-15 02:47:23,-43.5333,172.6333,69.94,67,40,19.57
397,Ratnagiri,IN,2022-11-15 02:50:21,16.9833,73.3,79.66,58,49,5.79
398,Sadska,CZ,2022-11-15 02:50:22,50.136,14.9863,40.01,91,30,3.69
399,Mtwara,TZ,2022-11-15 02:50:22,-10.2667,40.1833,76.62,84,13,6.58
400,San Lawrenz,MT,2022-11-15 02:50:22,36.0553,14.204,63.86,87,7,9.35
401,Marystown,CA,2022-11-15 02:50:23,47.1666,-55.1483,40.32,84,100,38.05
402,Vao,NC,2022-11-15 02:50:23,-22.6667,167.4833,74.86,76,1,6.76
403,Desdunes,HT,2022-11-15 02:50:24,19.2955,-72.646,77.18,82,3,6.62
404,Talara,PE,2022-11-15 02:50:24,-4.5772,-81.2719,65.16,82,0,13.8
405,San Quintin,MX,2022-11-15 02:50:24,30.4833,-115.95,61.81,57,100,4.32
406,Severnyy,RU,2022-11-15 02:50:25,50.677,36.5532,26.64,86,6,0.0
407,Waingapu,ID,2022-11-15 02:50:25,-9.6567,120.2641,87.15,66,39,7.63
408,Saint-Joseph,RE,2022-11-15 02:50:25,-21.3667,55.6167,71.98,68,22,14.9
409,Manokwari,ID,2022-11-15 02:50:26,-0.8667,134.0833,83.68,72,94,5.5
410,Sao Joao Da Barra,BR,2022-11-15 02:50:26,-21.6403,-41.0511,74.66,91,100,14.38
411,Herford,DE,2022-11-15 02:51:27,52.1333,8.6833,51.66,94,92,7.27
412,Beidao,CN,2022-11-15 02:51:28,34.5686,105.8933,52.09,51,75,1.25
413,Samoylovka,RU,2022-11-15 02:51:28,51.184,43.7081,26.73,82,7,12.08
414,Qinnan,CN,2022-11-15 02:51:29,33.2531,119.9133,57.96,31,22,7.16
415,Botro,CI,2022-11-15 02:51:29,7.8525,-5.3106,73.71,86,88,1.74
416,Inhambane,MZ,2022-11-15 02:51:29,-23.865,35.3833,69.49,76,9,9.24
417,Aykhal,RU,2022-11-15 02:51:30,66.0,111.5,-19.52,99,77,5.97
418,Anchorage,US,2022-11-15 02:48:29,61.2181,-149.9003,35.65,85,75,6.91
419,Ewa Beach,US,2022-11-15 02:49:57,21.3156,-158.0072,82.35,55,0,13.8
420,Constitucion,CL,2022-11-15 02:51:30,-35.3333,-72.4167,57.72,84,0,11.23
421,San Rafael,AR,2022-11-15 02:51:30,-34.6177,-68.3301,67.46,39,0,2.37
422,Betanzos,ES,2022-11-15 02:51:31,43.2804,-8.2147,61.72,87,40,23.02
423,Chalon-Sur-Saone,FR,2022-11-15 02:51:31,46.7833,4.85,52.99,94,98,5.21
424,Lagoa,PT,2022-11-15 02:51:32,39.05,-27.9833,62.51,71,44,9.71
425,Komsomolskiy,UZ,2022-11-15 02:51:32,40.4272,71.7189,38.12,81,97,2.3
426,Golden,US,2022-11-15 02:49:58,39.7555,-105.2211,33.08,55,38,5.01
427,Biltine,TD,2022-11-15 02:51:33,14.5333,20.9167,69.91,23,45,10.33
428,Sitio Novo Do Tocantins,BR,2022-11-15 02:51:33,-5.5183,-47.4611,75.04,90,82,4.41
429,Port Elizabeth,ZA,2022-11-15 02:47:35,-33.918,25.5701,62.89,88,0,10.36
430,Santo Andre,BR,2022-11-15 02:51:33,-23.6639,-46.5383,74.12,68,0,4.61
431,Leh,IN,2022-11-15 02:51:34,34.1667,77.5833,19.49,74,68,2.66
432,Diamantino,BR,2022-11-15 02:51:34,-14.4086,-56.4461,70.79,95,100,5.55
433,Bhimunipatnam,IN,2022-11-15 02:51:34,17.8833,83.4333,74.71,68,0,5.01
434,Vila Velha,BR,2022-11-15 02:49:38,-20.3297,-40.2925,78.75,89,100,8.05
435,Savonlinna,FI,2022-11-15 02:51:35,61.8699,28.88,33.85,93,100,4.61
436,Galveston,US,2022-11-15 02:51:35,29.3669,-94.9669,53.69,91,100,7.0
437,Azangaro,PE,2022-11-15 02:51:36,-14.9167,-70.2167,45.75,59,6,5.53
438,Guane,CU,2022-11-15 02:51:36,22.2025,-84.0875,73.04,86,7,6.15
439,Araceli,PH,2022-11-15 02:51:36,10.5529,119.9913,82.76,81,100,14.79
440,Tarata,BO,2022-11-15 02:51:37,-17.6167,-66.0167,65.62,66,37,5.55
441,Rosario,AR,2022-11-15 02:46:45,-32.9468,-60.6393,66.97,54,0,1.14
442,Porto Santo,PT,2022-11-15 02:51:37,33.072,-16.3415,66.58,88,20,3.44
443,Snezhnogorsk,RU,2022-11-15 02:51:37,69.1933,33.2531,24.58,91,69,6.38
444,Mana,GF,2022-11-15 02:51:38,5.6592,-53.7767,78.8,87,94,11.63
445,Cabedelo,BR,2022-11-15 02:51:38,-6.9811,-34.8339,77.67,80,51,10.89
446,Tazovskiy,RU,2022-11-15 02:51:39,67.4667,78.7,-18.99,93,25,5.35
447,Kainantu,PG,2022-11-15 02:51:39,-6.2887,145.8655,75.27,61,47,5.48
448,Dzhuryn,UA,2022-11-15 02:51:39,49.0329,25.5839,37.81,95,71,7.05
449,Fauske,NO,2022-11-15 02:51:40,67.2588,15.3918,33.94,79,7,7.49
450,Junction City,US,2022-11-15 02:46:40,39.0286,-96.8314,30.56,91,100,6.91
451,Tuku,TW,2022-11-15 02:51:40,23.6778,120.3926,83.08,61,10,4.94
452,Shu,KZ,2022-11-15 02:51:40,43.5983,73.7614,45.1,56,100,0.89
453,Gunjur,GM,2022-11-15 02:51:41,13.2019,-16.7339,80.17,70,100,11.81
454,Ixtapa,MX,2022-11-15 02:51:41,20.7,-105.2,75.22,83,99,2.44
455,Malaia,RO,2022-11-15 02:51:41,45.35,24.0333,29.55,72,52,2.48
456,Kijang,KR,2022-11-15 02:51:24,35.2442,129.2139,56.93,29,39,4.03
457,Konya,TR,2022-11-15 02:52:42,38.1667,32.5,39.27,66,40,0.94
458,Sawakin,SD,2022-11-15 02:52:42,19.1059,37.3321,79.27,70,11,5.86
459,Bouna,CI,2022-11-15 02:52:43,9.2667,-3.0,74.3,73,9,1.39
460,Vardo,NO,2022-11-15 02:52:43,70.3705,31.1107,37.38,81,40,21.85
461,Santiago Del Estero,AR,2022-11-15 02:52:43,-27.7951,-64.2615,73.15,32,0,6.98
462,Otorohanga,NZ,2022-11-15 02:52:44,-38.1833,175.2,71.19,81,1,7.43
463,Kysyl-Syr,RU,2022-11-15 02:52:44,63.8986,122.7617,-23.04,98,57,3.98
464,Whyalla,AU,2022-11-15 02:52:44,-33.0333,137.5833,58.66,52,87,13.51
465,Palana,RU,2022-11-15 02:52:45,59.1167,159.9667,25.75,80,91,20.11
466,Sitka,US,2022-11-15 02:52:45,57.0531,-135.33,48.09,71,100,17.27
467,Belmonte,BR,2022-11-15 02:52:15,-15.8631,-38.8828,75.6,92,94,8.7
468,Chaparral,CO,2022-11-15 02:52:46,3.7232,-75.4832,68.36,93,100,4.74
469,Ayan,RU,2022-11-15 02:52:46,56.45,138.1667,23.76,62,85,4.18
470,Cam Ranh,VN,2022-11-15 02:52:46,11.9214,109.1591,85.96,70,40,10.36
471,Vila Franca Do Campo,PT,2022-11-15 02:52:47,37.7167,-25.4333,64.2,91,43,4.52
472,Eureka,US,2022-11-15 02:52:47,40.8021,-124.1637,46.26,95,0,4.29
473,San Carlos De Bariloche,AR,2022-11-15 02:49:13,-41.1456,-71.3082,53.35,62,75,16.11
474,Biak,ID,2022-11-15 02:52:02,-0.9131,122.8766,84.88,65,100,2.59
475,Cloquet,US,2022-11-15 02:52:48,46.7216,-92.4594,29.61,93,100,6.91
476,Kirovskiy,RU,2022-11-15 02:52:48,45.0917,133.5136,31.71,59,18,4.12
477,Port Hardy,CA,2022-11-15 02:52:48,50.6996,-127.4199,39.38,100,100,3.44
478,Luderitz,NA,2022-11-15 02:52:49,-26.6481,15.1594,58.3,94,6,7.61
479,Koping,SE,2022-11-15 02:52:49,59.514,15.9926,45.18,94,16,6.06
480,Tighina,MD,2022-11-15 02:52:49,46.8306,29.4711,41.77,79,73,4.59
481,Codajas,BR,2022-11-15 02:52:50,-3.8367,-62.0569,77.31,80,99,2.21
482,Qinhuangdao,CN,2022-11-15 02:52:50,39.9317,119.5883,51.37,31,39,2.98
483,Mayo,US,2022-11-15 02:52:17,38.8876,-76.5119,42.75,76,0,3.44
484,Cachoeira Do Sul,BR,2022-11-15 02:50:20,-30.0392,-52.8939,62.2,73,37,7.56
485,Daru,PG,2022-11-15 02:52:51,-9.0763,143.2092,81.93,82,100,7.2
486,Pontes E Lacerda,BR,2022-11-15 02:52:51,-15.2261,-59.3353,69.82,94,100,4.07
487,Martapura,ID,2022-11-15 02:52:52,-3.4167,114.85,86.09,70,40,4.61
488,Paamiut,GL,2022-11-15 02:50:03,61.994,-49.6678,27.75,89,97,11.5
489,Dawson,US,2022-11-15 02:50:35,31.7735,-84.4466,54.82,73,100,10.87
490,Hobyo,SO,2022-11-15 02:52:52,5.3505,48.5268,79.41,72,0,12.3
491,Bemidji,US,2022-11-15 02:52:53,47.4736,-94.8803,24.91,93,100,0.0
492,Caledon,ZA,2022-11-15 02:52:53,-34.23,19.4265,59.07,74,1,4.34
493,Orodara,BF,2022-11-15 02:52:53,10.9492,-4.9342,70.32,38,14,3.33
494,Huarmey,PE,2022-11-15 02:52:54,-10.0681,-78.1522,64.26,85,19,7.58
495,Channel-Port Aux Basques,CA,2022-11-15 02:52:54,47.5702,-59.1367,36.81,79,100,36.26
496,Salinas,US,2022-11-15 02:52:54,36.6777,-121.6555,54.0,75,0,5.75
497,Lithgow,AU,2022-11-15 02:52:55,-33.4833,150.15,59.04,52,99,11.88
498,Felipe Carrillo Puerto,MX,2022-11-15 02:52:55,19.5833,-88.05,71.44,92,5,3.22
499,Stephenville,US,2022-11-15 02:52:55,32.2207,-98.2023,42.93,89,100,13.8
500,Kalyazin,RU,2022-11-15 02:52:56,57.2403,37.8433,26.62,80,95,4.79
501,Te Anau,NZ,2022-11-15 02:50:08,-45.4167,167.7167,65.39,43,100,7.02
502,Dauriya,RU,2022-11-15 02:53:56,49.9333,116.8667,23.11,68,31,10.31
503,Petropavlovka,RU,2022-11-15 02:53:57,50.6114,105.3196,24.19,70,79,4.14
